rank,game_id,gamename,brandname,sellday,median,count2_get_score,pov_votes
868,23723,私立 寝取り学院3 －続々・10人の彼氏持ち女子校生を“寝取って激イキ”させろ!－,アトリエさくら Team.NTR,2016-07-29,60,16,2
869,28933,あまママほりっく,ましゅまろそふと,2020-03-27,60,16,1
870,12074,イジクリ ～少女と淫行日記～,祭企画,2009-02-27,60,16,1
871,20174,いけない子作り ～親友のお母さんに種付けしまくる1週間～,エロイット,2014-03-28,60,16,2
872,20947,寝取王 -ネトリキング-,Devil-seal,2014-09-26,60,15,1
873,32773,奪通 NTR配達サービス営業中,スタジオ奪,2022-08-26,60,15,1
874,27299,姉姉W催眠DX ～催眠で6人の巨乳姉達を貪り孕ます欲望の宴!～,POISON,2019-02-22,60,14,1
875,22,憧れ,FOSTER,1999-06-04,60,14,1
876,3933,LOST M,Overflow,2004-10-15,60,14,1
877,24981,JK寝取鬼調教 ～学園400人の性処理係、寝取られ孕まされた性奴委員～,POISON,2017-05-26,60,13,1
878,15607,天使たちの午後,JAST,1985-07-01,60,13,1
879,34346,生真面目風紀委員長の裏アカウント ～芽生えてしまった淫らな承認欲求～,アパタイト,2023-07-07,60,13,1
880,14174,淫交倶楽部,U・Me SOFT,2010-08-06,60,13,1
881,2838,Naked Edge,Aaru,2003-05-30,60,12,1
882,26117,兄嫁 -未亡人-,アトリエさくら Team.NTR,2018-01-26,60,12,2
883,1762,Virgin Bride ～堕ちた花嫁～,Riddle Soft,2001-11-22,60,12,1
884,17931,種付けて! 人妻島 ～男が全員不能! 村の子孫を絶やさぬために人妻たちに何時でも何処でも子作り三昧!～,Miel,2012-12-14,60,11,1
885,28843,巨乳人妻寝取られ催眠 ～シェアハウスで管理人と妻が…… ～,スタジオ偽恋,2020-02-28,60,11,1
886,22023,泥酔させれば楽勝セックス ～叔母と従姉編～,ソーラレイ,2015-05-22,60,11,1
887,30501,奪われた幼馴染み ～好きだった幼馴染みは他の男の婚約者〜,アトリエさくら,2021-03-26,60,11,1
888,18469,兄貴のお嫁さんとちゅっちゅしたんだけど何か質問ある?,スナック・ファクトリー,2013-03-15,60,9,2
889,17145,人妻の穴 ～あの子はここから生まれてきたのよ～,ディーゼルマイン,2012-03-09,60,9,1
890,32044,母姉催眠 ～ご近所の欲求不満セレブと快楽堕ちお嬢様～,つるみく -Another-,2022-03-25,60,9,2
891,26612,人妻ざかりの性指導,インカローズ,2018-05-25,60,8,1
892,33961,人妻幼なじみと禁愛NTR ～再会。そして、子作りへ～,アパタイト,2023-04-14,60,7,1
893,12559,8年陵辱 ～悶絶調教肉玩具～,叢神,2006-06-09,60,7,1
894,13070,すくぅ～るらぶっ!3 ～未来へのアレグレット～,DisAbel,2009-12-04,60,7,1
895,21917,閃光の騎士 ‐カリスティアナイト‐,玉藻スタジオ,2015-08-16,60,7,1
896,21878,姉弟不倫 ～人妻サド姉と近親子作り～,牛乳ソフト,2015-04-28,60,7,1
897,14562,親友の巨乳ママと中出し性活 ～こんなに射精してちゃ孕んじゃったね,アメノムラクモ,2010-12-24,60,7,1
898,25117,寝取られた!,デジタルGパワー,2017-04-14,60,6,1
899,3898,夏恋 ～The love story in summer～,A.W.P,2004-04-29,60,6,1
900,13267,完熟姉妹淫辱痴漢電車 ～囚われた美人姉妹～,ローズティアラ,2009-12-11,60,6,1
901,17736,メス妻調狂クリニック,U・Me SOFT,2012-11-02,60,5,1
902,14367,ブル魔教淫 ～女生徒達の恥辱の放課後～,パンプキン,2010-03-29,60,5,1
903,35394,ドピュッとゴルフ伝説,たぬきハウス,2024-01-27,60,5,1
904,35043,略奪された婚約者（フィアンセ）～恋人・真澄（ますみ）と弟の秘密,アトリエさくら,2023-11-24,60,5,1
905,37496,大人の童話劇場 ～借金取り子爵～,パスチャーソフト,2024-10-25,60,4,1
906,14524,魔女っ娘ママ,桃フェロ,2010-11-19,60,4,1
907,25103,変態!! 穴マニア,Potage,2017-06-23,60,4,1
908,17921,淫欲の調狂学園～幼馴染が寝取られて淫乱メイドに堕ちるまで～,Es.Lab.(Es_Lab),2012-06-20,60,3,1
909,25720,俺は熟女狂愛主義 ～欲求不満な人妻ほど堕ちやすい～,ピオニー,2017-10-27,60,3,1
910,3741,花蝕の罠,フェレット,2004-03-26,60,3,1
911,15523,淫辱汚臭ラボ ～キモくて臭う同僚に容赦なくハメそそがれた新妻研究員・深雪,モニスタラッシュ(モーニングスター),2011-01-21,60,3,1
912,16123,薄幸の少女,ラスターカプセル,2009-08-15,60,3,1
913,21009,ママは同級生 ～あなたの父親だけじゃ満足できないの～,スピンドル,2014-10-31,60,3,1
914,19097,女将妻～旅館バイトでの秘密～,旅人屋,2013-01-31,60,1,1
915,22679,人妻欲情サイミン,Lust Bit,2015-12-11,60,1,1
916,7853,孕姫 ～令嬢妊娠調教計画～,ラブチェリー,2006-09-15,59,12,1
917,21300,人妻競売市場 ～エロい人妻お売りします～,アトリエさくら eXtra,2015-01-30,59,8,1
918,224,狂*師 ～ねらわれた制服～,CROWD,1998-06-26,58,37,1
919,21523,繋がらない携帯電話 ～ただいま他の男とめちゃめちゃセックス中～,アトリエさくら Team.NTR,2015-03-27,58,26,1
920,13809,悦楽マッサージ淫 人妻絶頂寝取り～先生に揉まれると子宮が疼くんです～,Miel,2010-04-23,58,20,5
921,10170,嫁ぐるい ～義父との秘密の関係～,ローズティアラ,2007-11-09,58,10,1
922,19386,D.P.S. SG,ALICESOFT,1990-08-15,58,10,1
923,22253,人妻公然恥辱電車 ～携帯一つでお触り即ハメし放題他人の妻を粘着種付け寝取り～,Miel,2015-07-24,58,6,1
924,20078,お兄ちゃんは私だけのものなんだからっ!!,ふらっぺすたじお,2013-08-15,58,6,1
925,35325,隣の美人妻は欲求不満でした ～あぁ、あの人のより断然大きくて硬いっ…!～,アパタイト,2023-12-08,58,6,2
926,23618,友母ガチ孕ませ! ～デカパイ母性ママを若いセックス漬けで俺の牝にしてやった!～,Miel,2016-04-29,58,6,1
927,15586,でくママ,スタジオカメ,2011-07-29,58,4,1
928,36426,カレッジライフ ～陰キャ童貞と陽キャ女子大生～,ファカルティ,2023-12-21,58,2,1
929,2199,抜かせろ ナース・人妻・女子校生,NOISE,2002-08-09,58,2,1
930,27640,タイムイズマイン ～時間停止をして友人の彼女を徹底的に犯したら、とんでもないことになった～,猫尺,2019-01-12,58,2,1
931,3648,痴漢研究室,Pinpai,1999-06-25,58,2,1
932,2082,汝、その無垢なる魂で夜を彷徨うなかれ,ネオユーミ,2002-04-19,58,2,1
933,16109,今日、僕の彼女が最低の下衆野郎に汚されます。,13cc,2011-12-16,57,18,1
934,15587,あやまちの密愛 ～夫に言えない義父との淫交,アパタイト,2011-08-19,57,14,2
935,22471,部下の妻と妹を寝取る上司,CLOCKUP,2015-09-25,57,14,3
936,32969,寝取られの教壇 〜教え子に奪われた愛する恋人〜,アトリエさくら,2022-09-30,57,10,1
937,35333,姦裏人 偽りのメイドは裏切りに染まる,SUKARADOG,2024-01-26,57,10,1
938,18485,セレブ妻の穴 ～高級マ●コは俺のザーメン中出し便器～,ディーゼルマイン,2013-03-14,57,9,1
939,21064,催淫巨乳団恥妻 ～イケないのに…疼いちゃう… ～,アンモライト,2014-10-31,57,6,2
940,17802,聖隷の姫君ステア ～ストゥーム・コアの伝説～,ディーゼルマイン,2012-10-19,57,5,1
941,141,想ひ出坂,U・Me SOFT,1998-09-04,56,8,1
942,617,尾行 ～夜の帰り道～,ILLUSION(Dreams),1999-05-14,55,23,1
943,17002,爆乳令嬢×キモ男 変態嫁化計画 ～潔癖クール会長が最下層の臭キモ精子中毒に!～,Miel,2012-04-27,55,23,2
944,26817,イイナリ姉色 ～お姉ちゃんさえいればいい!～,INTERHEART,2018-08-31,55,19,1
945,21387,Temptation Revenger,Parthenon,2014-12-26,55,17,1
946,113,LOE ～Legend Of Enomoto～,Aaru,1999-09-24,55,16,1
947,618,美少女奴隷クラブ,Guilty,1998-11-27,55,14,1
948,31779,催眠奪女3 ～全てが僕の自由になる世界へようこそ～ 栗原静琉編,シルキーズSAKURA,2022-01-28,55,13,1
949,21073,催眠ライブ ～知らないうちに変態アイドル活動で専用孕ドルにされちゃった～,Miel,2014-09-26,55,13,1
950,25939,褐色クールビッチ人妻の性欲解消 ～今度は海でセックスレッスン!?～,アパタイト,2017-11-02,55,11,1
951,26242,欲求不満なボクのママのSEXレッスン ～パパには言えない家庭内情事～,アパタイト,2018-03-02,55,10,1
952,11681,催眠牝奴隷騎士ソフィア  ～レズ騎士団長、催眠調教に堕ちる～,Software circle Mercure,2008-10-10,55,10,1
953,19602,勃起するのはあなただけ! 女教師たちに日常的に種付け授業を受ける学園生活,Miel,2013-09-20,55,10,2
954,23165,いたずら家庭教師 ～密室の猥褻指導～,REAL,2016-05-27,55,9,1
955,27223,熟した果実たち ～ママ隷奴・完全版～,Mink,2018-11-30,55,9,1
956,21226,Final season「バッドENDを救え!」,TRYSET MAD,2014-12-19,55,7,2
957,14969,双子母,極フェロ,2011-02-18,55,7,1
958,24530,お前の妻は、オレの淫乱肉嫁 ～お隣さんは欲求不満でした～,アパダッシュ,2017-02-03,55,6,1
959,29183,息子の嫁の誘惑エッチ ～お義父さん、私もう我慢できません!～,アパタイト,2020-03-13,55,5,1
960,19437,悦楽剤 ～人妻は媚薬で母乳を垂れ流す～,スピンドル,2013-09-20,55,5,1
961,33130,ナマイキ実習生は欲求不満? ～カレシ持ちの処女を寝取る話～,アパタイト,2022-10-14,55,4,1
962,36416,神様の悪戯部屋 ～人妻先輩と禁断SEX～,樹懶叫工作室/sloth gamer,2024-03-14,55,1,1
963,9594,セレブ子持ち妻淫猥調教 ～凌辱管理人～,Cybele(黒姫),2007-06-08,54,12,1
964,4128,妻いぢり,Stellamint,2005-01-21,53,16,1
965,12990,義母のミルクは蜜の味 ～いっぱい飲んで、甘えてね～,Miel,2009-08-28,53,16,1
966,14607,悪戯睡眠孕ませレイプ,A cherry-blossom front,2010-06-09,53,8,2
967,30743,催眠種付け授業,Miel,2021-03-26,53,6,1
968,19856,孕ませて♪人妻商店街 ～ヤリ放題ハメ放題中出し感謝祭開催Chu♪～,Miel,2013-11-29,53,4,1
969,19664,ママネトリ,イノヘッドスタジオ,2013-09-27,53,3,1
970,16028,家族交感 ～コンプリートコレクション～,カニスキー,2011-03-14,53,2,1
971,20359,妄想コンプリート!,Insync,2015-05-29,52,83,2
972,14730,いじくりママ,スタジオカメ,2010-12-24,52,13,1
973,31997,進軍ゴブリン軍団 〜人類総苗床化作戦〜,CHAOS-R feat. Freak Strike,2022-01-28,52,11,1
974,33724,近所の人妻全部妊娠させます!,視萌妻喜,2022-12-24,52,2,1
975,19873,カスタムメイドオンライン ブルジョアパック,KISS,2014-03-28,51,14,1
976,17862,排卵日の同級生にムリヤリ種付けしてみた ～昇天させられて性奴隷になった処女～,Moon Bunny,2012-11-01,51,1,1
977,18834,ストリップバトルデイズ,Overflow,2014-10-31,50,50,1
978,595,はるあきふゆにないじかん,トラヴュランス,1998-12-18,50,21,1
979,270,恋のスイートタルトはいかが?,LOVE-GUN,1999-07-09,50,14,1
980,27201,パート主婦との倒錯不倫 ～売れない同人作家の一大転機～,アパタイト,2018-10-12,50,13,1
981,16411,獣ノ躾 ～本能と理性の狭間で悶えるケモノ～,Devil-seal,2012-02-10,50,12,2
982,24393,ショタチンにアヘる黒ギャル ～マセガキかと思っていたのに…～,アパタイト,2016-12-02,50,11,1
983,18100,いいなり生徒会長 ～肉欲に堕ちる学園アイドル～,Monogram,2013-01-18,50,10,3
984,21298,催眠術を試したら同じマンションの爆乳人妻が俺のモノになった,Lust Bit,2014-11-14,50,9,1
985,19387,D.P.S. SG set2,ALICESOFT,1991-04-15,50,9,1
986,21962,清楚ビッチな人妻遥香さんとのむさぼり交尾日誌,Miel,2015-05-08,50,7,1
987,17238,初でーと初えっち ～遊園地編,ふにふにソフト,2012-05-01,50,7,1
988,18905,新妻特捜パトレイザー ～略奪天獄篇～,MAIKA,2013-09-20,50,7,1
989,29598,夫より逞しいモノで突かれたら… ～娘が連れてきた外国彼氏は母の私も女にさせた～,アパタイト,2020-07-03,50,5,1
990,26090,人妻催眠計画 ～催眠誤認で家庭円マン!～,桃源郷,2017-12-22,50,4,1
991,15984,爆乳妻色倶楽部 ～淫乳女社長妻 麗華!,a Matures,2011-08-25,50,4,1
992,33304,あっとホーム,ミスティ,1997-04-25,50,3,1
993,26114,イケない人妻たち ～どうしても我慢できなくて～,ピオニー,2018-01-26,50,2,1
994,33905,ロリリッピー殺人事件 ～レイプ船に乗り込んで貴族令嬢に中でも外でも人前でもアヘレイプ大捜査線～,dorgel(トリニティセイバー),2013-10-11,50,2,1
995,34636,LOVE BOIN,VENUS,2005-05-08,50,1,1
996,34806,卑作,FANZA GAMES,2019-07-17,50,1,1
997,34637,LOVE SEXLIFE,VENUS,2005-09-27,50,1,1
998,3060,君の想い、その願い,tumugi,2003-10-24,49,56,1
999,17924,リア充爆発しろ! ～変身能力手に入れたんだけど質問ある?～,スワンアイ,2013-01-25,49,16,1
1000,13588,人妻 雪乃と… ～妻がオンナに変わるとき～,MAIKA,2010-04-16,49,8,1
1001,19949,密閉やりまくりエレベーター ～小生意気な娘に御仕置きを～,アトリエさくら DARKNESS,2014-02-28,48,12,2
1002,13745,兄嫁の淫穴 ～裏切りの代償,アメノムラクモ,2010-03-19,48,9,1
1003,16869,き・ず・な DL版,ACTRESS,2010-12-17,48,4,1
1004,15519,兄嫁食い 低学歴DQN義弟に喰われたインテリ兄嫁～浅井優子,モニスタラッシュ(モーニングスター),2011-06-16,48,2,1
1005,12224,人妻監禁日誌,極フェロ,2009-02-06,48,2,1
1006,1306,無人島物語XX,Pinpai,1999-02-26,46,20,1
1007,16247,巨乳人妻がキモ義弟のオナホ嫁に! ～飲まないで! 母乳は赤ちゃんのものよ…こんな形で次の子が出来ちゃうなんて…～,Miel,2011-12-30,45,11,2
1008,16133,インモラル・情母・ハザード,トルピード,2011-10-28,45,11,2
1009,17782,奥さん、金が無いなら身体で払ってもらいましょうか? ～人の妻たちのケツを並べて食べ比べ! 寝取り喫茶接待!～,Miel,2012-10-26,45,5,1
1010,14628,寝っ取り爆乳ママ・唯華 ～息子の独占性欲にされるがママ～,モニスタラッシュ(モーニングスター),2010-11-05,45,4,1
1011,16878,Rane Crisis ～マリオネットと洗脳奴隷～,Sky Walk,2011-12-09,45,1,1
1012,17072,キャリア便女 ～僕を公私ともにシゴいてくれる女課長は、特別接待専用のドM奉仕便器だった～,ピンパイジューシィ,2012-04-27,43,4,1
1013,19250,マザコン天国 ～同級生の母親たちを巨根で僕だけの孕ママに!～,Miel,2013-07-26,42,10,1
1014,3840,蚊 -MOSQUITO- DVDPG,電脳CLUB,2002-10-31,41,2,1
1015,1608,沈マナイ月,VEGA,2001-09-14,40,22,1
1016,1137,恥辱遊戯,AQUARIUM,2000-01-28,40,11,1
1017,20666,人妻操作スマホ ～熟れムチボディを指先一つで自由自在! ヤリたい放題種付け～,Miel,2014-06-20,40,7,1
1018,27995,寝取られ妻・絵理奈 ～愛する妻は他の男の上で腰を振る～,アトリエさくら Team.NTR,2019-07-26,38,10,1
1019,15332,仮想家族,雨の露音,2010-07-20,38,6,1
1020,10080,わんわん、もーもー、うさうさ、こーん!,もえたまごソフト,2007-11-30,35,4,1
1021,19620,牝贄プロジェクト ～新人OL、社畜の刻印～ 彼女はカエレナイ,スピンドル,2013-10-18,35,3,1
